loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
LN100362,9,2020-04-01,2019-07-01,9,351,182463.34,180045.7,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-04-08 20:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,10,2020-05-01,2019-07-01,10,350,182463.34,179772.63,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-05-11 15:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,11,2020-06-01,2019-07-01,11,349,182463.34,179498.66,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-06-08 11:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100362,12,2020-07-01,2019-07-01,12,348,182463.34,179223.79,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-07-21 16:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100362,13,2020-08-01,2019-07-01,13,347,182463.34,178948.01,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-08-05 06:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,14,2020-09-01,2019-07-01,14,346,182463.34,178671.32,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-09-07 09:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,15,2020-10-01,2019-07-01,15,345,182463.34,178393.72,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-10-22 15:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100362,16,2020-11-01,2019-07-01,16,344,182463.34,178115.21,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-11-24 09:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100362,17,2020-12-01,2019-07-01,17,343,182463.34,177835.78,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-12-09 15:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100362,18,2021-01-01,2019-07-01,18,342,182463.34,177555.43,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-01-25 23:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100362,19,2021-02-01,2019-07-01,19,341,182463.34,177274.16,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-02-14 03:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100362,20,2021-03-01,2019-07-01,20,340,182463.34,176991.96,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-03-19 11:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,21,2021-04-01,2019-07-01,21,339,182463.34,176708.83,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-04-07 11:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,22,2021-05-01,2019-07-01,22,338,182463.34,176424.76,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-05-26 22:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100362,23,2021-06-01,2019-07-01,23,337,182463.34,176139.77,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-06-04 08:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100362,24,2021-07-01,2019-07-01,24,336,182463.34,175853.83,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-07-04 04:00:00,RiskSystem,Pending,1,1,0,0,Delinquent,0,None
LN100362,25,2021-08-01,2019-07-01,25,335,182463.34,175566.95,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Delinquent,30,0,0,0,None,2021-08-05 11:00:00,ServicingCore,Complete,1,1,0,0,Current,0,None
LN100362,26,2021-09-01,2019-07-01,26,334,182463.34,175279.12,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-09-16 12:00:00,LoanPlatform,Complete,1,1,0,0,Current,0,None
LN100362,27,2021-10-01,2019-07-01,27,333,182463.34,174990.35,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-10-22 04:00:00,RiskSystem,Complete,0,1,0,0,Current,0,None
LN100362,28,2021-11-01,2019-07-01,28,332,182463.34,174700.63,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-11-04 19:00:00,ServicingCore,Complete,0,1,0,0,Current,0,None
LN100362,29,2021-12-01,2019-07-01,29,331,182463.34,174409.95,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-12-02 13:00:00,ServicingCore,Missing,0,1,0,0,Current,1,Documentation Gap
LN100362,30,2022-01-01,2019-07-01,30,330,182463.34,174118.31,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-01-08 13:00:00,RiskSystem,Missing,0,0,0,0,Current,1,Documentation Gap
LN100362,31,2022-02-01,2019-07-01,31,329,182463.34,173825.72,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-02-21 23:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,32,2022-03-01,2019-07-01,32,328,182463.34,173532.16,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-03-09 14:00:00,LoanPlatform,Pending,0,0,0,0,Current,0,None
LN100362,33,2022-04-01,2019-07-01,33,327,182463.34,173237.63,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-04-12 03:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,34,2022-05-01,2019-07-01,34,326,182463.34,172942.13,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-05-12 14:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100362,35,2022-06-01,2019-07-01,35,325,182463.34,172645.66,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-06-20 07:00:00,LoanPlatform,Pending,0,0,0,0,Current,0,None
LN100362,36,2022-07-01,2019-07-01,36,324,182463.34,172348.21,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-07-20 01:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100362,37,2022-08-01,2019-07-01,37,323,182463.34,172049.79,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,1,0,0,None,2022-08-20 07:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100362,38,2022-09-01,2019-07-01,38,322,182463.34,171750.38,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-09-04 18:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,39,2022-10-01,2019-07-01,39,321,182463.34,171449.98,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-10-06 21:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,40,2022-11-01,2019-07-01,40,320,182463.34,171148.59,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-11-15 08:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,41,2022-12-01,2019-07-01,41,319,182463.34,170846.21,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-12-02 02:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100362,42,2023-01-01,2019-07-01,42,318,182463.34,170542.84,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2023-01-13 11:00:00,LoanPlatform,Missing,0,0,0,0,Current,1,Documentation Gap
LN100362,43,2023-02-01,2019-07-01,43,317,182463.34,170238.47,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2023-02-06 21:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100362,44,2023-03-01,2019-07-01,44,316,182463.34,169933.09,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2023-03-15 19:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100362,45,2023-04-01,2019-07-01,45,315,182463.34,169626.7,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2023-04-20 09:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100362,46,2023-05-01,2019-07-01,46,314,182463.34,169319.31,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2023-05-25 01:00:00,ServicingCore,Missing,0,0,0,1,Prepaid,1,Documentation Gap
LN100362,47,2023-06-01,2019-07-01,47,313,182463.34,4023.59,3.953,740-779,70-80,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_B,Prepaid,0,0,1,0,None,2023-06-19 16:00:00,ServicingCore,Pending,0,0,0,1,Current,0,None
LN100363,0,2024-04-01,2024-04-01,0,360,186895.97,186895.97,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-04-22 09:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100363,1,2024-05-01,2024-04-01,1,359,186895.97,186750.95,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-05-08 06:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100363,2,2024-06-01,2024-04-01,2,358,186895.97,186605.06,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-06-05 23:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100363,3,2024-07-01,2024-04-01,3,357,186895.97,186458.28,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-07-05 04:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100363,4,2024-08-01,2024-04-01,4,356,186895.97,186310.61,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-08-19 01:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100363,5,2024-09-01,2024-04-01,5,355,186895.97,186162.04,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-09-10 05:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100363,6,2024-10-01,2024-04-01,6,354,186895.97,186012.57,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,Current,0,0,0,0,None,2024-10-17 00:00:00,ServicingCore,Missing,1,1,0,0,Delinquent,1,Documentation Gap
LN100363,7,2024-11-01,2024-04-01,7,353,186895.97,185862.2,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,Delinquent,30,0,0,0,None,2024-11-26 05:00:00,ServicingCore,Complete,1,1,0,0,Delinquent,0,None
LN100363,8,2024-12-01,2024-04-01,8,352,186895.97,185710.92,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,Delinquent,60,0,0,0,None,2024-12-02 18:00:00,ServicingCore,Pending,1,1,0,0,Delinquent,1,Severe Delinquency
LN100363,9,2025-01-01,2024-04-01,9,351,186895.97,185558.71,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,Delinquent,90,0,0,0,None,2025-01-27 01:00:00,LoanPlatform,Complete,1,1,1,0,Default,1,Severe Delinquency
LN100363,10,2025-02-01,2024-04-01,10,350,186895.97,185405.59,7.277,620-659,70-80,40-50,CT,Purchase,Primary Residence,Single Family,Servicer_A,Default,90,0,0,1,Medium,2025-02-13 15:00:00,ServicingCore,Complete,1,1,1,0,Current,1,Severe Delinquency
LN100364,0,2018-10-01,2018-10-01,0,360,138633.32,138633.32,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2018-10-19 10:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100364,1,2018-11-01,2018-10-01,1,359,138633.32,138428.18,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2018-11-04 21:00:00,LoanPlatform,Pending,0,0,0,0,Current,0,None
LN100364,2,2018-12-01,2018-10-01,2,358,138633.32,138222.38,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,1,0,0,None,2018-12-08 12:00:00,LoanPlatform,Pending,0,0,0,0,Current,1,Loan Modification
LN100364,3,2019-01-01,2018-10-01,3,357,138633.32,138015.92,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2019-01-07 00:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100364,4,2019-02-01,2018-10-01,4,356,138633.32,137808.79,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2019-02-22 10:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100364,5,2019-03-01,2018-10-01,5,355,138633.32,137601.0,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2019-03-28 12:00:00,RiskSystem,Pending,0,0,0,0,Current,0,None
LN100364,6,2019-04-01,2018-10-01,6,354,138633.32,137392.55,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2019-04-27 05:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100364,7,2019-05-01,2018-10-01,7,353,138633.32,137183.43,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2019-05-22 03:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100364,8,2019-06-01,2018-10-01,8,352,138633.32,136973.63,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2019-06-10 01:00:00,ServicingCore,Complete,1,1,0,0,Delinquent,0,None
LN100364,9,2019-07-01,2018-10-01,9,351,138633.32,136763.17,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Delinquent,30,0,0,0,None,2019-07-18 12:00:00,RiskSystem,Complete,1,1,0,0,Current,0,None
LN100364,10,2019-08-01,2018-10-01,10,350,138633.32,136552.02,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2019-08-04 03:00:00,ServicingCore,Complete,1,1,0,0,Current,0,None
LN100364,11,2019-09-01,2018-10-01,11,349,138633.32,136340.2,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2019-09-17 19:00:00,ServicingCore,Pending,0,1,0,0,Current,0,None
LN100364,12,2019-10-01,2018-10-01,12,348,138633.32,136127.7,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2019-10-04 17:00:00,ServicingCore,Complete,0,1,0,0,Current,0,None
LN100364,13,2019-11-01,2018-10-01,13,347,138633.32,135914.52,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2019-11-20 18:00:00,ServicingCore,Missing,0,1,0,0,Current,1,Documentation Gap
LN100364,14,2019-12-01,2018-10-01,14,346,138633.32,135700.66,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2019-12-20 04:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100364,15,2020-01-01,2018-10-01,15,345,138633.32,135486.1,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-01-23 00:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100364,16,2020-02-01,2018-10-01,16,344,138633.32,135270.86,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-02-03 22:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100364,17,2020-03-01,2018-10-01,17,343,138633.32,135054.93,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-03-05 10:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100364,18,2020-04-01,2018-10-01,18,342,138633.32,134838.31,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-04-12 06:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100364,19,2020-05-01,2018-10-01,19,341,138633.32,134620.99,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-05-04 04:00:00,ServicingCore,Complete,1,1,0,0,Delinquent,0,None
LN100364,20,2020-06-01,2018-10-01,20,340,138633.32,134402.98,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Delinquent,30,0,0,0,None,2020-06-15 22:00:00,ServicingCore,Complete,1,1,0,0,Current,0,None
LN100364,21,2020-07-01,2018-10-01,21,339,138633.32,134184.26,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-07-10 20:00:00,LoanPlatform,Pending,1,1,0,0,Current,0,None
LN100364,22,2020-08-01,2018-10-01,22,338,138633.32,133964.85,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-08-24 20:00:00,ServicingCore,Missing,0,1,0,0,Current,1,Documentation Gap
LN100364,23,2020-09-01,2018-10-01,23,337,138633.32,133744.73,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-09-23 17:00:00,ServicingCore,Missing,0,1,0,0,Current,1,Documentation Gap
LN100364,24,2020-10-01,2018-10-01,24,336,138633.32,133523.9,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-10-14 08:00:00,ServicingCore,Missing,0,1,0,0,Current,1,Documentation Gap
LN100364,25,2020-11-01,2018-10-01,25,335,138633.32,133302.36,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-11-14 03:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100364,26,2020-12-01,2018-10-01,26,334,138633.32,133080.12,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2020-12-14 23:00:00,RiskSystem,Missing,0,0,0,0,Current,1,Documentation Gap
LN100364,27,2021-01-01,2018-10-01,27,333,138633.32,132857.16,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-01-17 00:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100364,28,2021-02-01,2018-10-01,28,332,138633.32,132633.48,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-02-15 01:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100364,29,2021-03-01,2018-10-01,29,331,138633.32,132409.09,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-03-28 18:00:00,LoanPlatform,Missing,0,0,0,0,Current,1,Documentation Gap
LN100364,30,2021-04-01,2018-10-01,30,330,138633.32,132183.98,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-04-23 10:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100364,31,2021-05-01,2018-10-01,31,329,138633.32,131958.15,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-05-25 07:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100364,32,2021-06-01,2018-10-01,32,328,138633.32,131731.59,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-06-08 20:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100364,33,2021-07-01,2018-10-01,33,327,138633.32,131504.3,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-07-15 08:00:00,LoanPlatform,Missing,0,0,0,0,Current,1,Documentation Gap
LN100364,34,2021-08-01,2018-10-01,34,326,138633.32,131276.29,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-08-20 23:00:00,LoanPlatform,Complete,0,0,0,0,Current,0,None
LN100364,35,2021-09-01,2018-10-01,35,325,138633.32,131047.54,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-09-14 11:00:00,RiskSystem,Missing,0,0,0,0,Current,1,Documentation Gap
LN100364,36,2021-10-01,2018-10-01,36,324,138633.32,130818.06,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-10-24 18:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100364,37,2021-11-01,2018-10-01,37,323,138633.32,130587.84,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-11-22 07:00:00,LoanPlatform,Missing,0,0,1,0,Default,1,Documentation Gap
LN100364,38,2021-12-01,2018-10-01,38,322,138633.32,130356.89,3.85,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,Default,90,0,0,1,Medium,2021-12-21 23:00:00,ServicingCore,Pending,0,0,1,0,Current,1,Severe Delinquency
LN100365,0,2021-08-01,2021-08-01,0,360,437062.05,437062.05,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-08-28 08:00:00,LoanPlatform,Missing,0,0,0,0,Current,1,Documentation Gap
LN100365,1,2021-09-01,2021-08-01,1,359,437062.05,436241.56,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-09-04 15:00:00,RiskSystem,Complete,0,0,0,0,Current,0,None
LN100365,2,2021-10-01,2021-08-01,2,358,437062.05,435419.37,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-10-14 01:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100365,3,2021-11-01,2021-08-01,3,357,437062.05,434595.5,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-11-02 06:00:00,ServicingCore,Missing,0,0,0,0,Current,1,Documentation Gap
LN100365,4,2021-12-01,2021-08-01,4,356,437062.05,433769.92,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2021-12-27 07:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100365,5,2022-01-01,2021-08-01,5,355,437062.05,432942.65,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-01-07 04:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100365,6,2022-02-01,2021-08-01,6,354,437062.05,432113.68,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-02-23 06:00:00,RiskSystem,Missing,0,0,0,0,Current,1,Documentation Gap
LN100365,7,2022-03-01,2021-08-01,7,353,437062.05,431283.0,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-03-18 01:00:00,LoanPlatform,Pending,0,0,0,0,Current,0,None
LN100365,8,2022-04-01,2021-08-01,8,352,437062.05,430450.61,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-04-02 08:00:00,RiskSystem,Pending,0,0,0,0,Current,0,None
LN100365,9,2022-05-01,2021-08-01,9,351,437062.05,429616.51,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-05-02 18:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100365,10,2022-06-01,2021-08-01,10,350,437062.05,428780.69,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-06-10 10:00:00,ServicingCore,Pending,0,0,0,0,Current,0,None
LN100365,11,2022-07-01,2021-08-01,11,349,437062.05,427943.15,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-07-11 07:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100365,12,2022-08-01,2021-08-01,12,348,437062.05,427103.88,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-08-08 02:00:00,ServicingCore,Complete,0,0,0,0,Current,0,None
LN100365,13,2022-09-01,2021-08-01,13,347,437062.05,426262.89,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-09-10 08:00:00,RiskSystem,Pending,0,0,0,0,Current,0,None
LN100365,14,2022-10-01,2021-08-01,14,346,437062.05,425420.17,2.47,700-739,60-70,40-50,NH,Purchase,Primary Residence,Single Family,Servicer_B,Current,0,0,0,0,None,2022-10-12 21:00:00,LoanPlatform,Pending,0,0,0,0,Current,0,None
