loan_id,reporting_month,rule_id,relationship,affected_columns,observed_values,severity,description
LN100567,2020-06-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100567;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100568,2022-11-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100568;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100570,2025-01-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100570;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100575,2026-04-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100575;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100577,2023-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100577;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100581,2025-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100581;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100582,2022-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100582;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100583,2025-02-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100583;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100586,2023-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100586;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100587,2019-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100587;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100590,2024-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100590;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100599,2023-04-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100599;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100603,2023-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100603;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100605,2023-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100605;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100610,2024-02-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100610;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100614,2026-04-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100614;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100616,2022-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100616;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100617,2020-02-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100617;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100618,2024-01-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100618;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100619,2020-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100619;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100622,2019-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100622;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100623,2022-03-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100623;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100627,2024-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100627;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100628,2024-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100628;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100629,2025-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100629;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100631,2020-09-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100631;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100636,2024-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100636;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100640,2025-06-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100640;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100641,2026-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100641;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100643,2022-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100643;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100646,2021-11-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100646;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100648,2025-01-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100648;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100650,2023-11-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100650;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100651,2026-06-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100651;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100658,2019-06-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100658;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100659,2021-03-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100659;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100660,2026-03-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100660;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100662,2019-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100662;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100663,2020-04-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100663;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100668,2026-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100668;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100670,2025-02-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100670;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100671,2026-01-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100671;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100680,2023-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100680;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100689,2026-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100689;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100691,2024-02-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100691;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100694,2019-09-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100694;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100695,2020-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100695;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100698,2025-09-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100698;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100699,2020-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100699;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100703,2021-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100703;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100704,2019-11-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100704;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100706,2018-08-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100706;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100707,2022-10-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100707;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100709,2022-02-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100709;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100717,2021-10-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100717;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100720,2019-10-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100720;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100722,2025-02-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100722;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100723,2020-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100723;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100725,2019-03-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100725;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100727,2024-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100727;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100728,2021-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100728;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100730,2026-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100730;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100731,2024-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100731;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100733,2023-08-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100733;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100736,2025-03-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100736;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100737,2020-09-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100737;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100739,2025-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100739;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100740,2025-01-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100740;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100742,2023-11-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100742;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100747,2021-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100747;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100752,2021-06-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100752;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100753,2026-03-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100753;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100758,2020-11-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100758;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100761,2021-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100761;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100765,2024-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100765;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100767,2023-08-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100767;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100768,2020-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100768;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100770,2025-06-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100770;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100774,2024-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100774;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100777,2020-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100777;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100778,2020-10-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100778;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100783,2019-08-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100783;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100786,2018-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100786;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100789,2019-04-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100789;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100791,2024-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100791;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100797,2022-04-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100797;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100802,2022-03-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100802;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100806,2026-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100806;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100807,2019-10-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100807;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100810,2023-09-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100810;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100812,2023-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100812;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100822,2025-09-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100822;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100825,2019-02-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100825;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100826,2023-04-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100826;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100830,2019-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100830;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100832,2024-09-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100832;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100836,2023-11-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100836;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100837,2020-10-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100837;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100840,2020-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100840;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100841,2023-05-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100841;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100844,2024-11-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100844;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100846,2022-04-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100846;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100847,2019-02-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100847;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100850,2026-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100850;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100853,2026-01-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100853;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100854,2023-08-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100854;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100855,2024-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100855;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100857,2018-07-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100857;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
LN100861,2024-12-01 00:00:00,DLQ006,Logical Delinquency Progression,loan_id;days_past_due,loan_id=LN100861;days_past_due=90,warning,"Delinquency transitions should roll sequentially (e.g., 0 to 30, 30 to 60, 60 to 90). Skipped DPD buckets raise warnings."
