loan_id,reporting_month,quality_score
LN100583,2023-10-01,100.0
LN100583,2023-11-01,100.0
LN100583,2023-12-01,100.0
LN100583,2024-01-01,100.0
LN100583,2024-02-01,100.0
LN100583,2024-03-01,100.0
LN100583,2024-04-01,100.0
LN100583,2024-05-01,100.0
LN100583,2024-06-01,100.0
LN100583,2024-07-01,100.0
LN100583,2024-08-01,100.0
LN100583,2024-09-01,100.0
LN100583,2024-10-01,100.0
LN100583,2024-11-01,100.0
LN100583,2024-12-01,100.0
LN100583,2025-01-01,100.0
LN100583,2025-02-01,95.0
LN100584,2020-10-01,100.0
LN100584,2020-11-01,100.0
LN100584,2020-12-01,100.0
LN100584,2021-01-01,95.0
LN100584,2021-02-01,100.0
LN100584,2021-03-01,100.0
LN100584,2021-04-01,100.0
LN100584,2021-05-01,95.0
LN100584,2021-06-01,100.0
LN100584,2021-07-01,100.0
LN100584,2021-08-01,100.0
LN100584,2021-09-01,100.0
LN100584,2021-10-01,100.0
LN100584,2021-11-01,100.0
LN100584,2021-12-01,100.0
LN100584,2022-01-01,95.0
LN100584,2022-02-01,100.0
LN100584,2022-03-01,100.0
LN100584,2022-04-01,100.0
LN100584,2022-05-01,100.0
LN100584,2022-06-01,100.0
LN100584,2022-07-01,100.0
LN100584,2022-08-01,100.0
LN100584,2022-09-01,100.0
LN100584,2022-10-01,100.0
LN100584,2022-11-01,100.0
LN100584,2022-12-01,100.0
LN100584,2023-01-01,100.0
LN100584,2023-02-01,100.0
LN100584,2023-03-01,100.0
LN100584,2023-04-01,100.0
LN100584,2023-05-01,100.0
LN100584,2023-06-01,100.0
LN100584,2023-07-01,100.0
LN100584,2023-08-01,100.0
LN100584,2023-09-01,100.0
LN100584,2023-10-01,100.0
LN100584,2023-11-01,95.0
LN100584,2023-12-01,100.0
LN100584,2024-01-01,100.0
LN100584,2024-02-01,100.0
LN100584,2024-03-01,100.0
LN100584,2024-04-01,100.0
LN100584,2024-05-01,100.0
LN100584,2024-06-01,100.0
LN100584,2024-07-01,100.0
LN100584,2024-08-01,100.0
LN100584,2024-09-01,100.0
LN100584,2024-10-01,100.0
LN100584,2024-11-01,100.0
LN100584,2024-12-01,100.0
LN100584,2025-01-01,100.0
LN100584,2025-02-01,100.0
LN100584,2025-03-01,100.0
LN100584,2025-04-01,100.0
LN100584,2025-05-01,100.0
LN100584,2025-06-01,100.0
LN100584,2025-07-01,100.0
LN100584,2025-08-01,100.0
LN100584,2025-09-01,100.0
LN100584,2025-10-01,100.0
LN100584,2025-11-01,100.0
LN100584,2025-12-01,100.0
LN100584,2026-01-01,100.0
LN100584,2026-02-01,100.0
LN100584,2026-03-01,100.0
LN100584,2026-04-01,100.0
LN100584,2026-05-01,100.0
LN100584,2026-06-01,100.0
LN100584,2026-07-01,100.0
LN100585,2024-06-01,100.0
LN100585,2024-07-01,100.0
LN100585,2024-08-01,100.0
LN100585,2024-09-01,100.0
LN100585,2024-10-01,100.0
LN100585,2024-11-01,100.0
LN100585,2024-12-01,100.0
LN100585,2025-01-01,100.0
LN100585,2025-02-01,100.0
LN100585,2025-03-01,100.0
LN100585,2025-04-01,100.0
LN100585,2025-05-01,100.0
LN100585,2025-06-01,100.0
LN100585,2025-07-01,100.0
LN100585,2025-08-01,100.0
LN100585,2025-09-01,100.0
LN100585,2025-10-01,100.0
LN100585,2025-11-01,80.0
LN100586,2022-10-01,100.0
LN100586,2022-11-01,100.0
LN100586,2022-12-01,100.0
LN100586,2023-01-01,100.0
LN100586,2023-02-01,100.0
LN100586,2023-03-01,100.0
LN100586,2023-04-01,100.0
LN100586,2023-05-01,95.0
LN100587,2018-09-01,100.0
LN100587,2018-10-01,100.0
LN100587,2018-11-01,100.0
LN100587,2018-12-01,100.0
LN100587,2019-01-01,100.0
LN100587,2019-02-01,100.0
LN100587,2019-03-01,100.0
LN100587,2019-04-01,100.0
LN100587,2019-05-01,100.0
LN100587,2019-06-01,100.0
LN100587,2019-07-01,95.0
LN100588,2023-11-01,100.0
LN100588,2023-12-01,100.0
LN100588,2024-01-01,100.0
LN100588,2024-02-01,100.0
LN100588,2024-03-01,100.0
LN100588,2024-04-01,100.0
LN100588,2024-05-01,100.0
LN100588,2024-06-01,100.0
LN100588,2024-07-01,100.0
LN100588,2024-08-01,100.0
LN100588,2024-09-01,100.0
LN100588,2024-10-01,100.0
LN100588,2024-11-01,100.0
LN100588,2024-12-01,100.0
LN100588,2025-01-01,100.0
LN100588,2025-02-01,100.0
LN100588,2025-03-01,100.0
LN100588,2025-04-01,100.0
LN100588,2025-05-01,100.0
LN100588,2025-06-01,100.0
LN100588,2025-07-01,100.0
LN100588,2025-08-01,100.0
LN100588,2025-09-01,100.0
LN100588,2025-10-01,100.0
LN100588,2025-11-01,100.0
LN100588,2025-12-01,100.0
LN100588,2026-01-01,100.0
LN100588,2026-02-01,100.0
LN100588,2026-03-01,100.0
LN100588,2026-04-01,100.0
LN100588,2026-05-01,100.0
LN100588,2026-06-01,100.0
LN100588,2026-07-01,100.0
LN100589,2023-11-01,100.0
LN100589,2023-12-01,100.0
LN100589,2024-01-01,100.0
LN100589,2024-02-01,100.0
LN100589,2024-03-01,100.0
LN100589,2024-04-01,100.0
LN100589,2024-05-01,100.0
LN100589,2024-06-01,100.0
LN100589,2024-07-01,100.0
LN100589,2024-08-01,100.0
LN100589,2024-09-01,100.0
LN100589,2024-10-01,100.0
LN100589,2024-11-01,100.0
LN100589,2024-12-01,100.0
LN100589,2025-01-01,100.0
LN100589,2025-02-01,100.0
LN100589,2025-03-01,95.0
LN100589,2025-04-01,100.0
LN100589,2025-05-01,100.0
LN100589,2025-06-01,100.0
LN100589,2025-07-01,100.0
LN100589,2025-08-01,100.0
LN100589,2025-09-01,100.0
LN100589,2025-10-01,100.0
LN100589,2025-11-01,100.0
LN100589,2025-12-01,100.0
LN100589,2026-01-01,100.0
LN100589,2026-02-01,100.0
LN100589,2026-03-01,100.0
LN100589,2026-04-01,80.0
LN100590,2023-08-01,100.0
LN100590,2023-09-01,100.0
LN100590,2023-10-01,100.0
LN100590,2023-11-01,100.0
LN100590,2023-12-01,100.0
LN100590,2024-01-01,100.0
LN100590,2024-02-01,100.0
LN100590,2024-03-01,100.0
LN100590,2024-04-01,100.0
LN100590,2024-05-01,100.0
LN100590,2024-06-01,100.0
LN100590,2024-07-01,95.0
LN100591,2024-04-01,100.0
LN100591,2024-05-01,100.0
LN100591,2024-06-01,100.0
LN100591,2024-07-01,100.0
LN100591,2024-08-01,100.0
LN100591,2024-09-01,100.0
LN100591,2024-10-01,100.0
LN100591,2024-11-01,100.0
LN100591,2024-12-01,100.0
LN100591,2025-01-01,100.0
LN100591,2025-02-01,100.0
LN100591,2025-03-01,100.0
LN100591,2025-04-01,100.0
LN100591,2025-05-01,100.0
LN100591,2025-06-01,100.0
LN100591,2025-07-01,100.0
LN100591,2025-08-01,100.0
LN100591,2025-09-01,100.0
LN100591,2025-10-01,100.0
LN100591,2025-11-01,100.0
LN100591,2025-12-01,100.0
LN100591,2026-01-01,100.0
LN100591,2026-02-01,100.0
LN100591,2026-03-01,100.0
LN100591,2026-04-01,100.0
LN100591,2026-05-01,100.0
LN100591,2026-06-01,100.0
LN100591,2026-07-01,100.0
LN100592,2019-09-01,100.0
LN100592,2019-10-01,100.0
LN100592,2019-11-01,100.0
LN100592,2019-12-01,100.0
LN100592,2020-01-01,100.0
LN100592,2020-02-01,100.0
LN100592,2020-03-01,100.0
LN100592,2020-04-01,100.0
LN100592,2020-05-01,100.0
LN100592,2020-06-01,100.0
LN100592,2020-07-01,100.0
LN100592,2020-08-01,100.0
LN100592,2020-09-01,100.0
LN100592,2020-10-01,100.0
LN100592,2020-11-01,100.0
LN100592,2020-12-01,100.0
LN100592,2021-01-01,100.0
LN100592,2021-02-01,100.0
LN100592,2021-03-01,100.0
LN100592,2021-04-01,100.0
LN100592,2021-05-01,80.0
LN100593,2024-11-01,100.0
LN100593,2024-12-01,100.0
LN100593,2025-01-01,100.0
LN100593,2025-02-01,100.0
LN100593,2025-03-01,100.0
LN100593,2025-04-01,100.0
LN100593,2025-05-01,100.0
LN100593,2025-06-01,100.0
LN100593,2025-07-01,100.0
LN100593,2025-08-01,100.0
LN100593,2025-09-01,100.0
LN100593,2025-10-01,100.0
LN100593,2025-11-01,100.0
LN100593,2025-12-01,100.0
LN100593,2026-01-01,100.0
LN100593,2026-02-01,100.0
LN100593,2026-03-01,100.0
LN100593,2026-04-01,100.0
LN100593,2026-05-01,100.0
LN100593,2026-06-01,100.0
LN100593,2026-07-01,100.0
LN100594,2020-03-01,100.0
LN100594,2020-04-01,100.0
LN100594,2020-05-01,100.0
LN100594,2020-06-01,100.0
LN100594,2020-07-01,100.0
LN100594,2020-08-01,100.0
LN100594,2020-09-01,100.0
LN100594,2020-10-01,100.0
LN100594,2020-11-01,100.0
LN100594,2020-12-01,100.0
LN100594,2021-01-01,100.0
LN100594,2021-02-01,100.0
LN100594,2021-03-01,100.0
LN100594,2021-04-01,100.0
LN100594,2021-05-01,100.0
LN100594,2021-06-01,100.0
LN100594,2021-07-01,100.0
LN100594,2021-08-01,100.0
LN100594,2021-09-01,100.0
LN100594,2021-10-01,100.0
LN100594,2021-11-01,100.0
LN100594,2021-12-01,100.0
LN100594,2022-01-01,100.0
LN100594,2022-02-01,100.0
LN100594,2022-03-01,100.0
LN100594,2022-04-01,100.0
LN100594,2022-05-01,100.0
LN100594,2022-06-01,100.0
LN100594,2022-07-01,100.0
LN100594,2022-08-01,100.0
LN100594,2022-09-01,100.0
LN100594,2022-10-01,100.0
LN100594,2022-11-01,100.0
LN100594,2022-12-01,100.0
LN100594,2023-01-01,100.0
LN100594,2023-02-01,80.0
LN100595,2023-08-01,100.0
LN100595,2023-09-01,100.0
LN100595,2023-10-01,100.0
LN100595,2023-11-01,100.0
LN100595,2023-12-01,100.0
LN100595,2024-01-01,100.0
LN100595,2024-02-01,100.0
LN100595,2024-03-01,100.0
LN100595,2024-04-01,100.0
LN100595,2024-05-01,100.0
LN100595,2024-06-01,100.0
LN100595,2024-07-01,100.0
LN100595,2024-08-01,100.0
LN100595,2024-09-01,100.0
LN100595,2024-10-01,100.0
LN100595,2024-11-01,100.0
LN100595,2024-12-01,100.0
LN100595,2025-01-01,80.0
LN100596,2022-01-01,100.0
LN100596,2022-02-01,100.0
LN100596,2022-03-01,100.0
LN100596,2022-04-01,100.0
LN100596,2022-05-01,100.0
LN100596,2022-06-01,100.0
LN100596,2022-07-01,100.0
LN100596,2022-08-01,100.0
LN100596,2022-09-01,100.0
LN100596,2022-10-01,100.0
LN100596,2022-11-01,100.0
LN100596,2022-12-01,100.0
LN100596,2023-01-01,100.0
LN100596,2023-02-01,100.0
LN100596,2023-03-01,100.0
LN100596,2023-04-01,100.0
LN100596,2023-05-01,100.0
LN100596,2023-06-01,100.0
LN100596,2023-07-01,100.0
LN100596,2023-08-01,100.0
LN100596,2023-09-01,100.0
LN100596,2023-10-01,100.0
LN100596,2023-11-01,100.0
LN100596,2023-12-01,100.0
LN100596,2024-01-01,100.0
LN100596,2024-02-01,95.0
LN100596,2024-03-01,100.0
LN100596,2024-04-01,100.0
LN100596,2024-05-01,100.0
LN100596,2024-06-01,100.0
LN100596,2024-07-01,100.0
LN100596,2024-08-01,100.0
LN100596,2024-09-01,100.0
LN100596,2024-10-01,100.0
LN100596,2024-11-01,100.0
LN100596,2024-12-01,100.0
LN100596,2025-01-01,100.0
LN100596,2025-02-01,100.0
LN100596,2025-03-01,100.0
LN100596,2025-04-01,100.0
LN100596,2025-05-01,100.0
LN100596,2025-06-01,100.0
LN100596,2025-07-01,100.0
LN100596,2025-08-01,100.0
LN100596,2025-09-01,100.0
LN100596,2025-10-01,100.0
LN100596,2025-11-01,100.0
LN100596,2025-12-01,100.0
LN100596,2026-01-01,100.0
LN100596,2026-02-01,100.0
LN100596,2026-03-01,100.0
LN100596,2026-04-01,100.0
LN100596,2026-05-01,100.0
LN100596,2026-06-01,100.0
LN100596,2026-07-01,100.0
LN100597,2023-06-01,100.0
LN100597,2023-07-01,100.0
LN100597,2023-08-01,100.0
LN100597,2023-09-01,100.0
LN100597,2023-10-01,100.0
LN100597,2023-11-01,100.0
LN100597,2023-12-01,100.0
LN100597,2024-01-01,100.0
LN100597,2024-02-01,100.0
LN100597,2024-03-01,100.0
LN100597,2024-04-01,100.0
LN100597,2024-05-01,100.0
LN100597,2024-06-01,100.0
LN100597,2024-07-01,100.0
LN100597,2024-08-01,100.0
LN100597,2024-09-01,100.0
LN100597,2024-10-01,100.0
LN100597,2024-11-01,100.0
LN100597,2024-12-01,100.0
LN100597,2025-01-01,100.0
LN100597,2025-02-01,100.0
LN100597,2025-03-01,100.0
LN100597,2025-04-01,100.0
LN100597,2025-05-01,100.0
LN100597,2025-06-01,100.0
LN100597,2025-07-01,100.0
LN100597,2025-08-01,100.0
LN100597,2025-09-01,100.0
LN100597,2025-10-01,100.0
LN100597,2025-11-01,100.0
LN100597,2025-12-01,100.0
LN100597,2026-01-01,100.0
LN100597,2026-02-01,100.0
LN100597,2026-03-01,100.0
LN100597,2026-04-01,100.0
LN100597,2026-05-01,100.0
LN100597,2026-06-01,100.0
LN100597,2026-07-01,100.0
LN100598,2022-05-01,100.0
LN100598,2022-06-01,100.0
LN100598,2022-07-01,100.0
LN100598,2022-08-01,100.0
LN100598,2022-09-01,100.0
LN100598,2022-10-01,100.0
LN100598,2022-11-01,100.0
LN100598,2022-12-01,100.0
LN100598,2023-01-01,100.0
LN100598,2023-02-01,100.0
LN100598,2023-03-01,100.0
LN100598,2023-04-01,100.0
LN100598,2023-05-01,100.0
LN100598,2023-06-01,100.0
LN100598,2023-07-01,100.0
LN100598,2023-08-01,100.0
LN100598,2023-09-01,100.0
LN100598,2023-10-01,100.0
LN100598,2023-11-01,100.0
LN100598,2023-12-01,100.0
LN100598,2024-01-01,100.0
LN100598,2024-02-01,100.0
LN100598,2024-03-01,100.0
LN100598,2024-04-01,100.0
LN100598,2024-05-01,100.0
LN100598,2024-06-01,100.0
LN100598,2024-07-01,100.0
LN100598,2024-08-01,100.0
LN100598,2024-09-01,100.0
LN100598,2024-10-01,100.0
LN100598,2024-11-01,100.0
LN100598,2024-12-01,100.0
LN100598,2025-01-01,100.0
LN100598,2025-02-01,100.0
LN100598,2025-03-01,100.0
LN100598,2025-04-01,95.0
LN100598,2025-05-01,100.0
LN100598,2025-06-01,100.0
LN100598,2025-07-01,100.0
LN100598,2025-08-01,100.0
LN100598,2025-09-01,100.0
LN100598,2025-10-01,100.0
LN100598,2025-11-01,100.0
LN100598,2025-12-01,100.0
LN100598,2026-01-01,100.0
LN100598,2026-02-01,100.0
LN100598,2026-03-01,100.0
LN100598,2026-04-01,100.0
LN100598,2026-05-01,100.0
LN100598,2026-06-01,100.0
LN100598,2026-07-01,100.0
LN100599,2022-06-01,100.0
LN100599,2022-07-01,100.0
LN100599,2022-08-01,100.0
LN100599,2022-09-01,100.0
LN100599,2022-10-01,100.0
LN100599,2022-11-01,100.0
LN100599,2022-12-01,100.0
LN100599,2023-01-01,100.0
LN100599,2023-02-01,100.0
LN100599,2023-03-01,100.0
LN100599,2023-04-01,95.0
LN100600,2022-04-01,100.0
LN100600,2022-05-01,100.0
LN100600,2022-06-01,100.0
LN100600,2022-07-01,100.0
LN100600,2022-08-01,100.0
LN100600,2022-09-01,100.0
LN100600,2022-10-01,100.0
LN100600,2022-11-01,100.0
LN100600,2022-12-01,100.0
LN100600,2023-01-01,100.0
LN100600,2023-02-01,100.0
LN100600,2023-03-01,100.0
LN100600,2023-04-01,100.0
LN100600,2023-05-01,100.0
LN100600,2023-06-01,100.0
LN100600,2023-07-01,100.0
LN100600,2023-08-01,100.0
LN100600,2023-09-01,100.0
LN100600,2023-10-01,100.0
LN100600,2023-11-01,100.0
LN100600,2023-12-01,100.0
LN100600,2024-01-01,100.0
LN100600,2024-02-01,100.0
LN100600,2024-03-01,100.0
LN100600,2024-04-01,100.0
LN100600,2024-05-01,100.0
LN100600,2024-06-01,100.0
LN100600,2024-07-01,100.0
LN100600,2024-08-01,100.0
LN100600,2024-09-01,100.0
LN100600,2024-10-01,100.0
LN100600,2024-11-01,100.0
LN100600,2024-12-01,100.0
LN100600,2025-01-01,100.0
LN100600,2025-02-01,100.0
LN100600,2025-03-01,100.0
LN100600,2025-04-01,100.0
LN100600,2025-05-01,100.0
LN100600,2025-06-01,100.0
LN100600,2025-07-01,100.0
LN100600,2025-08-01,100.0
LN100600,2025-09-01,80.0
LN100601,2023-06-01,100.0
LN100601,2023-07-01,100.0
LN100601,2023-08-01,100.0
LN100601,2023-09-01,100.0
LN100601,2023-10-01,100.0
LN100601,2023-11-01,100.0
LN100601,2023-12-01,100.0
LN100601,2024-01-01,100.0
LN100601,2024-02-01,100.0
LN100601,2024-03-01,100.0
LN100601,2024-04-01,100.0
LN100601,2024-05-01,100.0
LN100601,2024-06-01,100.0
LN100602,2023-03-01,100.0
LN100602,2023-04-01,100.0
LN100602,2023-05-01,100.0
LN100602,2023-06-01,100.0
LN100602,2023-07-01,100.0
LN100602,2023-08-01,100.0
LN100602,2023-09-01,100.0
LN100602,2023-10-01,100.0
LN100602,2023-11-01,100.0
LN100602,2023-12-01,100.0
LN100602,2024-01-01,100.0
LN100602,2024-02-01,100.0
LN100602,2024-03-01,100.0
LN100602,2024-04-01,100.0
LN100602,2024-05-01,100.0
LN100602,2024-06-01,100.0
LN100602,2024-07-01,100.0
LN100602,2024-08-01,100.0
LN100602,2024-09-01,100.0
LN100602,2024-10-01,100.0
LN100602,2024-11-01,100.0
LN100602,2024-12-01,100.0
LN100602,2025-01-01,100.0
LN100602,2025-02-01,100.0
LN100602,2025-03-01,100.0
LN100602,2025-04-01,100.0
LN100602,2025-05-01,100.0
LN100602,2025-06-01,100.0
LN100602,2025-07-01,100.0
LN100602,2025-08-01,100.0
LN100602,2025-09-01,100.0
LN100602,2025-10-01,100.0
LN100602,2025-11-01,100.0
LN100602,2025-12-01,100.0
LN100602,2026-01-01,100.0
LN100602,2026-02-01,100.0
LN100602,2026-03-01,80.0
LN100603,2018-12-01,100.0
LN100603,2019-01-01,100.0
LN100603,2019-02-01,100.0
LN100603,2019-03-01,100.0
LN100603,2019-04-01,100.0
LN100603,2019-05-01,100.0
LN100603,2019-06-01,100.0
LN100603,2019-07-01,100.0
LN100603,2019-08-01,100.0
LN100603,2019-09-01,100.0
LN100603,2019-10-01,100.0
LN100603,2019-11-01,100.0
LN100603,2019-12-01,95.0
LN100603,2020-01-01,100.0
LN100603,2020-02-01,100.0
LN100603,2020-03-01,100.0
LN100603,2020-04-01,100.0
LN100603,2020-05-01,100.0
LN100603,2020-06-01,100.0
LN100603,2020-07-01,100.0
LN100603,2020-08-01,100.0
LN100603,2020-09-01,100.0
LN100603,2020-10-01,100.0
LN100603,2020-11-01,100.0
LN100603,2020-12-01,100.0
LN100603,2021-01-01,100.0
LN100603,2021-02-01,100.0
LN100603,2021-03-01,100.0
LN100603,2021-04-01,100.0
LN100603,2021-05-01,100.0
LN100603,2021-06-01,100.0
LN100603,2021-07-01,100.0
LN100603,2021-08-01,100.0
LN100603,2021-09-01,100.0
LN100603,2021-10-01,100.0
LN100603,2021-11-01,100.0
LN100603,2021-12-01,100.0
LN100603,2022-01-01,100.0
LN100603,2022-02-01,100.0
LN100603,2022-03-01,100.0
LN100603,2022-04-01,100.0
LN100603,2022-05-01,100.0
LN100603,2022-06-01,100.0
LN100603,2022-07-01,100.0
LN100603,2022-08-01,100.0
LN100603,2022-09-01,100.0
LN100603,2022-10-01,100.0
LN100603,2022-11-01,100.0
LN100603,2022-12-01,100.0
LN100603,2023-01-01,100.0
LN100603,2023-02-01,100.0
LN100603,2023-03-01,100.0
LN100603,2023-04-01,100.0
LN100603,2023-05-01,95.0
LN100604,2023-10-01,100.0
LN100604,2023-11-01,100.0
LN100604,2023-12-01,100.0
LN100604,2024-01-01,100.0
LN100604,2024-02-01,100.0
LN100604,2024-03-01,100.0
LN100604,2024-04-01,100.0
LN100604,2024-05-01,100.0
LN100604,2024-06-01,100.0
LN100604,2024-07-01,100.0
LN100604,2024-08-01,100.0
LN100604,2024-09-01,100.0
LN100604,2024-10-01,100.0
LN100604,2024-11-01,100.0
LN100604,2024-12-01,100.0
LN100604,2025-01-01,100.0
LN100604,2025-02-01,100.0
LN100604,2025-03-01,100.0
LN100604,2025-04-01,100.0
LN100604,2025-05-01,100.0
LN100604,2025-06-01,100.0
LN100604,2025-07-01,100.0
LN100604,2025-08-01,100.0
LN100604,2025-09-01,100.0
LN100604,2025-10-01,100.0
LN100604,2025-11-01,100.0
LN100604,2025-12-01,100.0
LN100604,2026-01-01,100.0
LN100604,2026-02-01,100.0
LN100604,2026-03-01,100.0
LN100604,2026-04-01,100.0
LN100604,2026-05-01,100.0
LN100604,2026-06-01,95.0
LN100604,2026-07-01,100.0
LN100605,2021-10-01,100.0
LN100605,2021-11-01,100.0
LN100605,2021-12-01,100.0
LN100605,2022-01-01,100.0
LN100605,2022-02-01,100.0
LN100605,2022-03-01,100.0
LN100605,2022-04-01,100.0
LN100605,2022-05-01,100.0
LN100605,2022-06-01,100.0
LN100605,2022-07-01,100.0
LN100605,2022-08-01,95.0
LN100605,2022-09-01,100.0
LN100605,2022-10-01,100.0
LN100605,2022-11-01,100.0
LN100605,2022-12-01,100.0
LN100605,2023-01-01,100.0
LN100605,2023-02-01,100.0
LN100605,2023-03-01,100.0
LN100605,2023-04-01,100.0
LN100605,2023-05-01,100.0
LN100605,2023-06-01,100.0
LN100605,2023-07-01,100.0
LN100605,2023-08-01,95.0
LN100605,2023-09-01,100.0
LN100605,2023-10-01,100.0
LN100605,2023-11-01,100.0
LN100605,2023-12-01,95.0
LN100606,2020-04-01,100.0
LN100606,2020-05-01,100.0
LN100606,2020-06-01,100.0
LN100606,2020-07-01,100.0
LN100606,2020-08-01,100.0
LN100606,2020-09-01,100.0
LN100606,2020-10-01,100.0
LN100606,2020-11-01,100.0
LN100606,2020-12-01,100.0
LN100606,2021-01-01,100.0
LN100606,2021-02-01,100.0
LN100606,2021-03-01,100.0
LN100606,2021-04-01,100.0
LN100606,2021-05-01,100.0
LN100606,2021-06-01,100.0
LN100606,2021-07-01,100.0
LN100606,2021-08-01,100.0
LN100606,2021-09-01,100.0
LN100606,2021-10-01,100.0
LN100606,2021-11-01,100.0
LN100606,2021-12-01,100.0
LN100606,2022-01-01,100.0
LN100606,2022-02-01,100.0
LN100606,2022-03-01,100.0
LN100606,2022-04-01,100.0
LN100606,2022-05-01,100.0
LN100606,2022-06-01,100.0
LN100606,2022-07-01,100.0
LN100606,2022-08-01,100.0
LN100606,2022-09-01,100.0
LN100606,2022-10-01,100.0
LN100606,2022-11-01,100.0
LN100606,2022-12-01,100.0
LN100606,2023-01-01,100.0
LN100606,2023-02-01,100.0
LN100606,2023-03-01,100.0
LN100606,2023-04-01,100.0
LN100606,2023-05-01,100.0
LN100606,2023-06-01,100.0
LN100606,2023-07-01,100.0
LN100606,2023-08-01,100.0
LN100606,2023-09-01,95.0
LN100606,2023-10-01,100.0
LN100606,2023-11-01,100.0
LN100606,2023-12-01,100.0
LN100606,2024-01-01,100.0
LN100606,2024-02-01,100.0
LN100606,2024-03-01,100.0
LN100606,2024-04-01,100.0
LN100606,2024-05-01,100.0
LN100606,2024-06-01,100.0
LN100606,2024-07-01,100.0
LN100606,2024-08-01,100.0
LN100606,2024-09-01,100.0
LN100606,2024-10-01,100.0
LN100606,2024-11-01,100.0
LN100606,2024-12-01,100.0
LN100606,2025-01-01,100.0
LN100606,2025-02-01,100.0
LN100606,2025-03-01,100.0
LN100606,2025-04-01,100.0
LN100606,2025-05-01,100.0
LN100606,2025-06-01,100.0
LN100606,2025-07-01,95.0
LN100606,2025-08-01,80.0
LN100607,2021-08-01,100.0
LN100607,2021-09-01,100.0
LN100607,2021-10-01,100.0
LN100607,2021-11-01,100.0
LN100607,2021-12-01,100.0
LN100607,2022-01-01,100.0
LN100607,2022-02-01,100.0
LN100607,2022-03-01,100.0
LN100607,2022-04-01,100.0
LN100607,2022-05-01,100.0
LN100607,2022-06-01,100.0
LN100607,2022-07-01,100.0
LN100607,2022-08-01,100.0
LN100607,2022-09-01,100.0
LN100607,2022-10-01,100.0
LN100607,2022-11-01,100.0
LN100607,2022-12-01,100.0
LN100607,2023-01-01,100.0
LN100607,2023-02-01,100.0
LN100607,2023-03-01,100.0
LN100607,2023-04-01,100.0
LN100607,2023-05-01,100.0
LN100607,2023-06-01,100.0
LN100607,2023-07-01,100.0
LN100607,2023-08-01,100.0
LN100607,2023-09-01,100.0
LN100607,2023-10-01,100.0
LN100607,2023-11-01,100.0
LN100607,2023-12-01,100.0
LN100607,2024-01-01,100.0
LN100607,2024-02-01,100.0
LN100607,2024-03-01,100.0
LN100607,2024-04-01,100.0
LN100607,2024-05-01,100.0
LN100607,2024-06-01,100.0
LN100607,2024-07-01,100.0
LN100607,2024-08-01,100.0
LN100607,2024-09-01,100.0
LN100607,2024-10-01,100.0
LN100607,2024-11-01,100.0
LN100607,2024-12-01,100.0
LN100607,2025-01-01,100.0
LN100607,2025-02-01,100.0
LN100607,2025-03-01,100.0
LN100607,2025-04-01,100.0
LN100607,2025-05-01,100.0
LN100607,2025-06-01,100.0
LN100607,2025-07-01,100.0
LN100607,2025-08-01,100.0
LN100607,2025-09-01,100.0
LN100607,2025-10-01,100.0
LN100607,2025-11-01,100.0
LN100607,2025-12-01,100.0
LN100607,2026-01-01,100.0
LN100607,2026-02-01,100.0
LN100607,2026-03-01,100.0
LN100607,2026-04-01,100.0
LN100607,2026-05-01,100.0
LN100607,2026-06-01,100.0
LN100607,2026-07-01,100.0
LN100608,2024-10-01,100.0
LN100608,2024-11-01,100.0
LN100608,2024-12-01,100.0
LN100608,2025-01-01,100.0
LN100608,2025-02-01,100.0
LN100608,2025-03-01,100.0
LN100608,2025-04-01,100.0
LN100608,2025-05-01,100.0
LN100608,2025-06-01,100.0
LN100608,2025-07-01,100.0
LN100608,2025-08-01,100.0
LN100608,2025-09-01,100.0
LN100608,2025-10-01,100.0
LN100608,2025-11-01,100.0
LN100608,2025-12-01,100.0
LN100608,2026-01-01,100.0
LN100608,2026-02-01,100.0
LN100608,2026-03-01,100.0
LN100608,2026-04-01,100.0
LN100608,2026-05-01,100.0
LN100608,2026-06-01,100.0
LN100608,2026-07-01,100.0
LN100609,2024-01-01,100.0
LN100609,2024-02-01,100.0
LN100609,2024-03-01,100.0
LN100609,2024-04-01,100.0
LN100609,2024-05-01,100.0
LN100609,2024-06-01,100.0
LN100609,2024-07-01,100.0
LN100609,2024-08-01,100.0
LN100609,2024-09-01,100.0
LN100609,2024-10-01,100.0
LN100609,2024-11-01,100.0
LN100609,2024-12-01,100.0
LN100609,2025-01-01,100.0
LN100609,2025-02-01,100.0
LN100609,2025-03-01,100.0
LN100609,2025-04-01,100.0
LN100609,2025-05-01,100.0
LN100609,2025-06-01,100.0
LN100609,2025-07-01,100.0
LN100609,2025-08-01,100.0
LN100609,2025-09-01,100.0
LN100609,2025-10-01,100.0
LN100609,2025-11-01,100.0
LN100609,2025-12-01,100.0
LN100609,2026-01-01,100.0
LN100609,2026-02-01,100.0
LN100609,2026-03-01,100.0
LN100609,2026-04-01,100.0
LN100609,2026-05-01,100.0
LN100609,2026-06-01,100.0
LN100609,2026-07-01,100.0
LN100610,2023-11-01,100.0
LN100610,2023-12-01,100.0
LN100610,2024-01-01,100.0
LN100610,2024-02-01,95.0
LN100611,2021-03-01,100.0
LN100611,2021-04-01,100.0
LN100611,2021-05-01,100.0
LN100611,2021-06-01,100.0
LN100611,2021-07-01,100.0
LN100611,2021-08-01,100.0
LN100611,2021-09-01,100.0
